Kategori,Pesan
ham,"Re: Lanjutkan, terima kasih atas perhatiannya, Vince. Saya akan berkoordinasi dengan Shirley. Molly Vince J Kaminski 10/30/2000 09: 52 AM TO: Molly Magee / Hou / ect @ ect CC: Vince J Kaminski / Hou / ect @ ect, Shirley Crenshaw / Hou / ect @ ect Subjek: Re: Resume, Molly, Molly , saya ingin mengundang siswa ini untuk wawancara, kadang -kadang pada akhir Desember ketika segalanya melambat. Wawancara dengan semua laporan langsung saya dan George Hopley. vince - - - - - - - - - - - - - - - - - - - - - - - - Dikeret oleh Vince J Kaminski / Hou / ECT pada 10/30/2000 09: 58 AM - - - - - - - - - - - - - - - - - - - - - - - - - ' Re: Resume, Jinbaek, kami akan mengundang Anda untuk wawancara di Houston. Vince Jinbaek Kim pada 10/23 / 2000 07: 25: 36 PM ke: vkamins @ enron. Com CC: Subjek: Lanjutkan, MR. Kaminski, hai, saya ph. D Siswa di departemen IEOR di u. C . Berkeley. Terima kasih atas presentasi Anda hari ini. Itu memberi saya pengetahuan dan minat di pasar listrik, dan perusahaan Anda. Seperti yang Anda sebutkan dalam presentasi, saya mengirim resume untuk memberi saya kesempatan untuk mempelajari lebih lanjut tentang perusahaan Anda. Saya harap saya bisa bergabung dengan acara Super Saturday. Jinbaek - Resume. dokter"
ham,"Re: Parkir Pass untuk Van Ngo selesai. Shirley Crenshaw @ ECT 01/19/2000 07: 33 AM TO: Louis Allen @ Enron CC: Vince J Kaminski / Hou / ect @ ect, subjek Kevin G Moore / Hou / ect @ ect, William Smith / Corp / Enron @ Enron Subjek / Hou / ECT @ ECT, William Smith / Corp / Enron @ Enron : Pass parkir untuk Van Ngo Selamat Pagi Louis: Harap batalkan lencana parkir ""SECOM"" yang dikeluarkan untuk Van Ngo untuk parkir di 777 Clay Garage saat dia bekerja paruh waktu dengan kelompok riset selama liburan. Angka pada kartu adalah 4280. Saya akan mengembalikan lencana untuk Anda pagi ini. CO. # IS 0011 dan RC # adalah 100038. Terima kasih Louis dan semoga harimu menyenangkan! Shirley 3 - 5290"
ham,"Re: Houston mengunjungi Soussan, mari bertemu di Westin Oaks di sebelah resepsi sekitar 6: 30 hal. M . Kamis . Ada beberapa restoran bagus dalam jarak berjalan kaki ke Galleria. Saya akan membuat reservasi (apakah Italia atau steak oke?). Anda dapat menghubungi saya pada hari Kamis di ponsel saya 713 410 5396. berharap dapat bertemu dengan Anda. Vince ""Faiz, Soussan"" pada 11/27 / 2000 04: 37: 30 PM untuk: ""'Vince. J. Kaminski @ Enron. Com'"" CC: Subjek: Re: Houston Kunjungi Hebat! Saya menantikan makan malam kami pada hari Kamis. 12/7 malam. Semoga penerbangan Anda tepat waktu. . . Meskipun telah menyaksikan 60 menit tadi malam dan menderita dari # penundaan akhir -akhir ini, mari kita berharap bahwa ""menyalahkan cuaca"" tidak menghalangi. Yang terbaik untuk meninggalkan saya pesan @ pekerjaan saya yang biasa # pada Kamis. , 914 253 4187 ,. . . Saya dapat dengan mudah memeriksanya di Houston. Saya akan tinggal @ The Westin Oaks di Galleria. . . Adakah tempat yang lebih disukai yang bisa saya pesan (& untuk jam berapa)? ? Datang ke Down Town tidak akan menjadi masalah bagi saya juga. akan senang bertemu denganmu lagi. Soussan 914 253 4187 - - - - - Pesan Asli - - - - - dari: Vince. J . Kaminski @ Enron. com [Mailto: Vince. J . Kaminski @ Enron. com] Dikirim: Senin, 27 November 2000 12: 10 malam ke: Faizs @ Texaco. Com CC: Vince. J . Kaminski @ Enron. Com Subjek: Re: Houston kunjungi Soussan, terima kasih atas pesan Anda. Senang bertemu dengan Anda saat Anda datang ke Houston. Saya akan berada di kota pada 7 Desember, terbang kembali dari Philly di pagi hari. Dengan asumsi bahwa penerbangan sesuai jadwal, saya akan tersedia untuk makan malam. Tolong, beri tahu saya bagaimana saya dapat menghubungi Anda pada hari Kamis, tanggal 7 Desember, untuk mengonfirmasi. berharap dapat bertemu dengan Anda. Vince ""Faiz, Soussan"" pada 11/26 / 2000 09: 04: 01 PM untuk: ""'Vince. J. Nah dan Anda memiliki Thanksgiving yang hebat. Saya akan datang ke Houston selama 12/6 - 12/7 dan berharap Anda tersedia malam untuk makan malam. Akan menyenangkan bertemu denganmu lagi dan mengejar ketinggalan dengan yang terbaru. . . Saya sangat menikmati kunjungan saya April lalu, wawasan Anda, dan buku risiko yang Anda berikan kepada saya. Saya berharap Anda tersedia untuk bertemu dan tolong beri tahu saya malam mana yang lebih cocok untuk Anda. Terbaik, Soussan Faiz Texaco Inc. 914 253 4187"
ham,"Re: Wawancara telepon dengan Enron Corp. Kelompok Penelitian Marshall: Terima kasih telah merespons dengan cepat. Saya telah menjadwalkan wawancara berikut: Rabu, 6 Desember - 1: 00 PM Waktu Houston. Ini akan berlangsung sekitar 1 jam. Kami akan menghubungi Anda di (605) 497 - 4045 kecuali diinstruksikan sebaliknya. Jika Anda memiliki pertanyaan, jangan ragu untuk menghubungi saya di 713 /853 - 5290. Salam, Shirley Crenshaw ""Jingming 'Marshall' Yan"" pada 11/28/220 12: 59: 55 PM ke: Shirley. Crenshaw @ Enron. Com CC: Vince. J . Kaminski @ Enron. Subjek Com: Re: Wawancara telepon dengan Enron Corp. Kelompok Penelitian MS. Crenshaw, terima kasih banyak atas pesannya. Saya sangat tertarik dengan kesempatan untuk berbicara dengan personel dari kelompok penelitian di Enron. Antara dua hari yang Anda sarankan, saya lebih suka Rabu 12/6. Mempertimbangkan perbedaan waktu dua jam antara California dan Texas, 11:00 waktu Pasifik (1: 00 PM waktu Anda) tampaknya menjadi slot yang bagus. Namun, saya buka hampir sepanjang hari pada 12/6 jadi jika beberapa slot waktu lain lebih disukai di ujung Anda, beri tahu saya. Terima kasih lagi . Saya berharap dapat berbicara dengan Anda dan kolega Anda. Jingming di Sel, 28 Nov 2000 Shirley. Crenshaw @ Enron. com menulis:> Selamat sore Jingming: >> Profesor Wolak meneruskan resume Anda ke grup penelitian, dan> mereka ingin melakukan wawancara telepon dengan Anda, kadang -kadang> minggu berikutnya, sesuai keinginan Anda. Hari -hari terbaik adalah Selasa, 12/5 atau> Rabu, 12/6. >> Tolong beri tahu saya hari apa dan jam berapa yang terbaik untuk Anda dan> mereka akan menelepon Anda. Beri tahu saya nomor telepon yang Anda inginkan> dihubungi. >> Pewawancara adalah: >> Direktur Pelaksana Vince Kaminski dan Kepala Penelitian> Wakil Presiden Vasant Shanbhogue, Penelitian> Manajer Lance Cunningham, Penelitian> Manajer Alex Huang, Penelitian >> Berharap untuk mendengar dari Anda. >> Salam, >> Shirley Crenshaw> Koordinator Administratif> Grup Penelitian Enron. > 713 - 853 - 5290 >>> Jingming ""Marshall"" Yan Jmyan @ Leland. Stanford. EDU Departemen Ekonomi (650) 497 - 4045 (h) Universitas Stanford (650) 725 - 8914 (o) Stanford, CA 94305 358 C, Ekonomi Bldg Jika seseorang berusaha untuk bertindak secara waras dan mencapainya, lalu apa yang ada untuk dikunjungi kembali ? - - Konfusius _? oo? ? OOO? ? t xo -? ? - -? ?"
ham,"Laptop Vince Mike, lihatlah! Terima kasih atas saran Anda tentang masalah strategis - Memecahkan terima kasih lagi - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Mike A Roberts / Hou / ect pada 05 /24 /2000 07: 56 AM - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Henry Moreno 05/23/2200 06: 00 PM untuk: Mike A Roberts / Hou / ect @ ECT CC: Grace E Warren / Hou / ect @ ect, Kevin G Moore / Hou / ect @ ect, David Wile / Hou / ECT @ ECT, Chris Bowling / Hou / ECT @ ECT, John P Tollefsen / Hou / ECT @ ect , Bob Hillier / Na / Enron @ Enron, Roberto DeLeon / Corp / Enron @ Enron, Mark Hall / Hou / ECT @ ECT Subjek: Re: Permintaan bantuan mr. Roberts, saya senang kami dapat mencapai solusi praktis untuk Anda tanpa terlalu banyak menentang Grain of Enron Corp. Kebijakan dan standar TI. Terima kasih kepada David Wile dan Mark Hall dalam merumuskan solusi yang memenuhi kebutuhan semua orang. Singkatnya, mesin kontingensi dan pemulihan Anda (laptop) akan dicitrakan untuk aplikasi WIN 2000 akan dievaluasi untuk kompatibilitas ini akan memungkinkan Anda menggunakan mesin sebagai punggung untuk mengumpulkan data cuaca dari internet (melalui jalur dial independen - out independen out independen ) Dalam hal arsitektur ENRON Network normal tidak tersedia. Saya akan mengikuti - untuk memastikan kami menangkap satu pengecualian terhadap kebijakan dan standar yang muncul (hak admin lokal di laptop untuk kegiatan pengembangan). IRM / Roberto DeLeon akan memfasilitasi dengan formulir permintaan penerimaan risiko. Terima kasih sekali lagi, Henry Moreno Informasi Manajemen Risiko (IRM) Dari: Mike A Roberts 05/23/2200 10: 29 AM ke: Henry Moreno / Hou / ect @ ect CC: Grace E Warren / Hou / ect @ ect, Kevin G Moore / hou / ect @ ect subjek: Minta bantuan apa yang saya miliki: a. Saya memiliki IBM ThinkPad dan CD untuk Windows 98 b. Saya mendapatkan IBM dari Richard Weeks. Saya membeli Windows 98. C . Saya memiliki bisnis yang valid perlu mendapatkan Windows 98 di IBM a. Pekerjaan saya membutuhkan cadangan yang benar -benar independen untuk mengakses data dari internet dan memproses yang sama untuk laporan pedagang b. Ini harus dilakukan 7 hari per minggu di awal pagi. C . Saya memiliki peralatan baru yang tidak berjalan di NT i. Generator File Audio (NOMAD) II. Generator File Video (Intel) d. Saya juga akan memuat Office 2000 (yang saya miliki) masalahnya: a. Ketika saya bepergian, Terminal Server tidak berfungsi (terakhir kali saya menghabiskan beberapa ratus mencoba) b. Pada akhir pekan, Server Terminal tidak dapat diterima lambat (mengharuskan seseorang untuk datang di Sat & Sun) c. Ketika kami bergerak secara internal, ada yang salah (hari Senin ini kami dialihkan dari 100 megabytes ke 10 mega byte) - Laporan Trader tidak siap tepat waktu d. Saat ini saya tidak memiliki pendirian - cadangan sendirian untuk tujuan kontingensi apa yang saya butuhkan: Saya perlu bantuan menempatkan windows 98 diletakkan di thinkpad saya (ketika saya diformat ulang dan dimuat, itu tidak mengenali modem) seharusnya tidak ada risiko keamanan karena sistem ini akan terjadi Benar -benar independen dari Sistem Enorn (hanya menggunakan telepon) dapatkah Anda menyetujui seseorang untuk membantu saya memuatnya? ? ? Terima kasih . Wakil Presiden Mike Roberts, Penelitian x 3 - 5701"
ham,"T . v. Tolong apa ststus? - - - - - - - - - - - - - - - - - - - - - - ' - - - - - - - - - - - - - - - - - ' ECT, William Smith / Corp / Enron @ Enron, Vince J Kaminski / Hou / ect @ ect CC: Subjek: t. v. Kami membutuhkan t 9 inci. v. mengatur . Set akan berlokasi di antara EB 3240 E dan EB 3240 f. R . C . # 100038 co. # 0011 Mohon jika ada informasi lebih lanjut yang diperlukan, hubungi saya x 34710. Juga berikan e. T . A . Terima kasih Kevin Moore"
ham,"Resume Renshi Zhang Shirley dan Molly, Vince tertarik untuk membuat wawancara untuk Renshi Zhang. Setiap hari kecuali Kamis minggu depan bagus. Pewawancara: Vince, Stinson, Vasant, Tanya, Alex, Bob, Krishna dan saya sendiri. Nomor kontak untuk MR. Zhang adalah 713 - 544 - 5989. Zimin - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Zimin lu / hou / ect pada 04/19 / 2001 03: 52 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Zimin LU 04 /05 /2001 09: 49 AM - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Zimin lu / hou / ect pada 04/05 / 2001 09: 46 AM - - - - - - - - - - - - - - - - - - - - - - - - - - - Vince J Kaminski 03 / 14/2001 10: 06 pagi untuk: Zimin lu / hou / ect @ ect CC: Subjek: Resume - - - - - - - - - - - - - - - - - - - - - - Ditahan oleh Vince J Kamininski / hou / ect pada 03/14 / 2001 10: 07 pagi - - - - - - - - - - - - - - - - - - - - - - - - - - - Marshall Brown pada 03/09 / 2001 07 : 46: 22 pagi untuk: Vince Kaminski CC: Subjek: Lanjutkan Vince, apa kabar. Kandidat ini akan tertarik pada posisi apa pun di grup Anda. Salam, Wakil Presiden Marshall Brown Robert Walters Associates Telp: (212) 704 - 0596 Faks: (212) 704 - 4312 Mailto: Marshall. Brown @ Robertwalters. com http: / / www. Robertwalters. COM> PERHATIAN: Surat elektronik yang dikirim melalui internet tidak aman dan dapat dicegat oleh pihak ketiga. Email ini dan file apa pun yang ditransmisikannya bersifat rahasia dan dimaksudkan semata -mata untuk penggunaan individu atau entitas kepada siapa mereka ditangani. Jika Anda telah menerima email ini dalam kesalahan, harap beri tahu System Manager. Catatan kaki ini juga mengkonfirmasi bahwa pesan email ini telah disapu oleh Mimesweeper untuk keberadaan virus komputer. - zhan _ ren. dokter"
ham,"Lanjutkan dan tanggal yang tersedia untuk Amy Ward Fyi Vince p. S . Charlene, saya di London hingga Rabu. Jika Anda memiliki pertanyaan, Anda dapat menghubungi Stinson Gibner x 3 - 4748. - - - - - - - - - - - - - - - - ' - - - - - - - - - - - - - - - - - ' Subjek: Lanjutkan dan tanggal yang tersedia untuk Amy Ward Vince: Berikut adalah versi elektronik dari resume Amy Ward. - - Stinson - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Stinson Gibner / Hou / ECT pada 02/18 / 2000 01: 58 PM - - - - - - - - - - - - - - - - - - - - - - - - - ' Stinson, saya senang mendengar departemen SDM Anda mengumpulkan tawaran untuk pekerjaan musim panas. Saya menikmati semua orang yang saya wawancarai saat berada di Houston dan menghargai Anda meluangkan waktu untuk mengumpulkan hari ini. Seperti yang diminta, saya melampirkan versi elektronik dari resume saya. (Perhatikan itu adalah yang sedikit lebih diperbarui dari yang saya berikan sebelumnya.) Ini dalam format Microsoft Word. Tanggal ketersediaan saya menikah. , 5 Juli hingga Jumat. , 15 September (10 1/2 minggu). Hormat kami, Amy Ward - Resume. dokter"
ham,"Proyek Peramalan per pertemuan Senin kami, garis waktu untuk penyelesaian proyek peramalan ""fase I"" (beban sistem jam & beban hari berikutnya) adalah sebagai berikut: AUG. 15 - September. 15 (pengumpulan data) September. 15 - OCT. 15 (Pemodelan) Oct. 15 - Nov. 15 (Pengembangan dan Pengujian Sistem) Jika ada pertanyaan yang muncul antara sekarang dan akhir Agustus, hubungi Barbara Dillard, tetapi pada September. 1, saya akan menjadi pemimpin Chicago untuk proyek peramalan ini dan lainnya dan akan tersedia untuk menangani pertanyaan atau masalah apa pun. Salam, Mark Mixon"
ham,"Re: Selamat terima kasih. Vince J Kaminski @ ECT 01/11 / 2000 08: 01 AM TO: Richard Shapiro / Hou / EES @ EES CC: Subjek: Selamat Rick, saya baru saja melihat memo tentang promosi. Selamat - layak diterima. Vince"
ham,"Color Ciny Terima kasih atas tanggapan langsung Anda. Masalahnya tampaknya menjadi biayanya. Iain, saya memiliki kelompok terkecil tetapi kami bersedia membayar apa yang diperlukan untuk mesin fotokopi. Di sisi lain mungkin ada kelompok lain yang lebih besar dan mungkin tidak membutuhkan mesin fotokopi dan tidak mau membayar biaya. Menurut saya, mesin fotokopi adalah kebutuhan untuk lantai, itu tidak hanya menghemat waktu, tetapi juga uang dalam jangka panjang. Kami telah memperbarui setiap kemungkinan di lantai 32 dan mesin fotokopi ini diperlukan untuk presentasi cepat, rapat, dll. dan memungkinkan semua orang untuk tidak terlalu bergantung pada printer warna! (memberi kami pilihan) Tolong setelah hari ini, setelah kami berkumpul mengenai masalah ini, saya akan membiarkan Ina melanjutkan prosesnya, di mana, saya dapat terus fokus pada apa yang terbaik untuk grup saya dan juga lantai. Terima kasih Kevin Moore"
ham,"Re: Magang Shane: Maaf, saya sedang berlibur. Saya baru saja kembali hari ini. Bisakah Anda mengirimkan saya salinan resume Anda melalui email? Saya telah secara tentatif menjadwalkan wawancara berikut: 8: 30 AM Vince Kaminski 9: 00 P. v. Krishnarao 9: 30 pagi Stinson Gibner 10: 00 AM Tanya Tamarchenko 10: 30 AM Paulo Issler 11: 00 AM Zimin Lu 11: 30 AM Sumber Daya Manusia Anda harus bebas untuk kembali ke Baton Rouge pada pukul 1: 00 PM. Jika jadwal ini tidak baik, beri tahu saya. terima kasih ! Salam, Koordinator Administrasi Shirley Crenshaw Enron Corp. Penelitian 713 /853 - 5290 Email: Shirley. Crenshaw @ Enron. com ""Shane Green"" pada 07/06/2000 10: 05: 13 AM ke: CC: Subjek: Magang MS. Crenshaw ,? Saya hanya ingin menyentuh pangkalan dan melihat apakah Anda memiliki informasi tentang kunjungan saya ke Enron pada hari Senin. ? Saya akan berada di kantor saya di LSU untuk sisa? Hari dengan beberapa pengecualian. ? Saya mengajar keuangan perusahaan dari 2: 30 - 3: 30 ,? dan akan ? Pergi makan siang sekitar 1. ? Anda dapat menghubungi saya di sini di (225) 388 - 6335. ? Jika ini tidak nyaman, Anda dapat mengirimi saya surat, atau meninggalkan pesan di telepon rumah saya di (225) 744 - 3201, dan saya bisa masuk? Sentuh denganmu besok. ? Terima kasih, Shane Green"
ham,"Faktur untuk kertas yang dipesan Shirley, faktur untuk kertas yang telah saya pesan secara online. vince - - - - - - - - - - - - - - - - - - - - - - - - Dikeret oleh Vince J Kaminski / Hou / ECT pada 04/11 / 2000 01: 22 PM - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Katalog kertas kerja nber pada 04/11 / 2000 10: 09: 59 AM ke: vkamins @ enron. COM CC: Subjek: Faktur untuk Makalah yang Dipesan Anda telah memesan makalah berikut: - WP W 7613 Yayasan Analisis Teknis: Algoritma Komputasi, Inferensi Statistik, dan Implementasi Empiris - WP W 6250 Harga dan Sekuritas Derivatif Lindungian di Pasar yang Tidak Lengkap: E - E - E - E - E - Model Aritrage Total biaya (tidak termasuk pengiriman) adalah: $ US 10 Alamat Pengiriman: Jika Anda memesan kertas untuk pengiriman elektronik dan masalah berpengalaman mengunduhnya, telusuri url berikut untuk mengunduh pesanan kertas Anda. URL (s) berlaku selama 7 hari. Jika Anda menerima tagihan duplikat, silakan kirim catatan ke."
